2021-08-20 14:45:32.907 INFO  [218127] Logger 0 Initialized
2021-08-31 11:51:57.295 INFO  [129232] Logger 0 Initialized
2021-08-31 14:36:32.894 INFO  [149142] Logger 0 Initialized
2021-08-31 14:59:40.369 INFO  [159631] Logger 0 Initialized
2021-08-31 14:59:44.499 INFO  [159748] Logger 0 Initialized
2021-08-31 15:30:12.654 INFO  [175526] Logger 0 Initialized
2021-08-31 15:30:38.396 INFO  [175856] Logger 0 Initialized
2021-08-31 15:31:21.336 INFO  [176324] Logger 0 Initialized
2021-08-31 15:42:16.300 INFO  [180876] Logger 0 Initialized
2021-08-31 15:43:41.281 INFO  [182061] Logger 0 Initialized
2021-08-31 15:44:02.620 INFO  [182464] Logger 0 Initialized
2021-08-31 15:45:21.499 INFO  [183395] Logger 0 Initialized
2021-08-31 15:47:15.786 INFO  [184361] Logger 0 Initialized
2021-08-31 16:16:52.810 INFO  [193743] Logger 0 Initialized
2021-08-31 16:32:38.196 INFO  [199987] Logger 0 Initialized
2021-08-31 16:34:45.629 INFO  [200963] Logger 0 Initialized
2021-08-31 16:38:23.416 INFO  [202699] Logger 0 Initialized
2021-08-31 16:41:36.499 INFO  [204357] Logger 0 Initialized
2021-08-31 16:42:06.842 INFO  [204764] Logger 0 Initialized
2021-08-31 16:42:45.678 INFO  [205098] Logger 0 Initialized
2021-08-31 16:45:35.486 INFO  [206325] Logger 0 Initialized
2021-08-31 16:47:05.310 INFO  [207742] Logger 0 Initialized
2021-08-31 16:47:44.237 INFO  [208330] Logger 0 Initialized
2021-08-31 16:48:24.326 INFO  [209022] Logger 0 Initialized
